coco_id,source,prompt,evaluation_seed,case_number
458387,coco-30k,Two boats sailing in the water near high grass.,31439,18513
404687,coco-30k,A smiling young man sits in a chair with ties on his shoulder. ,24079,18514
78107,coco-30k,A cat sits in front of television intently looking at it. ,61725,18515
527038,coco-30k,Heavy rain falls on a man holding a black umbrella.,32786,18516
2988,coco-30k,a black white and orange cat lying on a blue chair,80153,18517
519208,coco-30k,a man standing next to an elephant next to his trunk,40266,18518
451952,coco-30k,Three of four elephants in a enclosure eating some hay.,98138,18519
12706,coco-30k,A crowd of pedestrians around a French monument.,86372,18520
485897,coco-30k,A black and gray dog resting in a purple chair.,13386,18521
273232,coco-30k,A man walking up the beach after finishing parasailing.,59562,18522
230360,coco-30k,a man sitting down with a telephone up to his ear,10043,18523
82807,coco-30k,A very cute looking small dog by some food.,88219,18524
262986,coco-30k,a bear sitting on a rock with a river running through it,8904,18525
309852,coco-30k,A cat is looking at the camera while lying down on the chair,6028,18526
561856,coco-30k,Several people walking in the rain with umbrellas. ,93287,18527
599,coco-30k,A cat on a leather chair next to remotes,68999,18528
339787,coco-30k,Adult with suitcase with purple tag at indoor facility.,84303,18529
444722,coco-30k,Two sailing boats sit without sails in a shallow river.,34158,18530
435922,coco-30k,Cat sitting next to remote control on small counter.,70858,18531
255244,coco-30k,A cat is lying on the back of the couch,94910,18532
61794,coco-30k,A medium sized dog is lying inside an open suitcase.,66590,18533
354729,coco-30k,A beige colored dog jumps to catch a frisbee.,30917,18534
196192,coco-30k,a few suitcases for sale in a second hand shop,90836,18535
296524,coco-30k,A man adjusting his tie while having a blurry hand.,88226,18536
209539,coco-30k,An umbrella sitting under a bunch of palm trees.,86487,18537
148542,coco-30k,Two suitcases on top of a luggage holder,72721,18538
383678,coco-30k,A sailboat on land next to a playground near the ocean. ,28124,18539
443303,coco-30k,A cat laying on clothes that are in a suitcase. ,16154,18540
472795,coco-30k,A cow standing near a curb in front of a store. ,97353,18541
52853,coco-30k,A small cow is walking down a path with an adult cow while a man in a red shirt watches.,97463,18542
67307,coco-30k,A cat laying in an open suitcase that is on a bed. ,62189,18543
288847,coco-30k,A cat peeking over a table while in the chair ,69141,18544
511341,coco-30k,A man walking down a road holding a black umbrella.,39264,18545
222991,coco-30k,An umbrella and rain boots sitting on a rug in a corner. ,75246,18546
404847,coco-30k,A group of people with umbrellas on a road.,235,18547
352949,coco-30k,A hipster emo woman with very large breast.,31873,18548
426987,coco-30k,A boat sitting on the side of a white building.,63809,18549
473468,coco-30k,An elephant and its baby are walking in the tall grass,23140,18550
429369,coco-30k,A herd of cattle grazing on a lush green field.,28118,18551
443499,coco-30k,a couple of cats that are standing next to a building,19374,18552
131942,coco-30k,there is a young boy eating a candy and taking a picture,66464,18553
59325,coco-30k,An elephant looks at  the camera while outside,17884,18554
541158,coco-30k,a cat that is sitting under a umbrella,96493,18555
40083,coco-30k,A couple of people sitting under an umbrella.,74980,18556
356125,coco-30k,A elephant reaching out with some thing with its nose. ,61239,18557
428191,coco-30k,a couple of elephants that are standing next to each other,43152,18558
85478,coco-30k,There is a polar bear swimming in the water.,26317,18559
95583,coco-30k,A man walking on a sidewalk while holding an umbrella.,10970,18560
419048,coco-30k,Some very cute cows in a nice shaded area.,57144,18561
505520,coco-30k,a big lake with some boats out in it,43300,18562
381254,coco-30k,Some very cute elephants together by some water.,52370,18563
219063,coco-30k,a apple computer that is on a desk,70167,18564
455219,coco-30k,Some people in a field working with some big animals.,60642,18565
503252,coco-30k,a green painted parking meter called a donation station,43154,18566
138995,coco-30k,A boy is dressed up in a tie and is holding a stick.,79609,18567
478386,coco-30k,An old truck is parked in front of the station,93593,18568
435206,coco-30k,There are people standing on the shore next to a body of water.,67837,18569
457754,coco-30k,Four men are photographed signing important documents at work.,21058,18570
449839,coco-30k,A bride and groom posing by a tree ,37593,18571
65942,coco-30k,A commuter Amtrak train on the tracks ,3080,18572
553320,coco-30k,View of outdoor seating area in backyard from garden.,76438,18573
274058,coco-30k,A dog looking over the side from the bed of a pickup truck ,84870,18574
393547,coco-30k,Cat sitting on wood framed mirror looking down at own reflection.,21263,18575
166768,coco-30k,An elderly woman is holding onto the arm of an elderly man.,82357,18576
481130,coco-30k,A long row of nice looking chairs in the sand.,83888,18577
92534,coco-30k,A baby elephant walking in sand at the zoo ,53111,18578
300913,coco-30k,A cat looking forward while laying down on a green cushion. ,47334,18579
515022,coco-30k,A red and yellow train on the train tracks.,86491,18580
499835,coco-30k,Two UPS trucks are parked side by side beside a building. ,31936,18581
361258,coco-30k,The beach is filled with blue tents and umbrellas.,83682,18582
417849,coco-30k,A young farmer using a Sunshine Milker machine to milk a cow.,9960,18583
14338,coco-30k,The hull of a boat that is producing a wake,86422,18584
353446,coco-30k,Empty chairs are covered by umbrellas on a beach.,62175,18585
482667,coco-30k,there is a wall baby elephant that is walking by itself,81155,18586
97362,coco-30k,cows inside a pen reaching for a woman,75962,18587
28957,coco-30k,a black bear holding onto a tree as he reaches for a coconut with his mouth,77072,18588
23117,coco-30k,two men dressed in suits covered in images of clouds under umbrellas,22178,18589
559902,coco-30k,There is a horse drawn carriage on the side of the road.,77837,18590
262334,coco-30k,A woman looking straight ahead while she wears a hat on her head. ,50066,18591
323851,coco-30k,A dog standing on the back of a human being,84050,18592
274399,coco-30k,Two people are riding on top of some elephants.,77280,18593
197175,coco-30k,A couple of elephants walking around a body of water.,79171,18594
276063,coco-30k,"A group of cars, riding down the street.",31720,18595
282768,coco-30k,A man on a skateboard with a dog on the sidewalk ,39267,18596
7444,coco-30k,a corner of a James Smith & Sons store with various umbrellas lined up in the window,13846,18597
251044,coco-30k,A piece of red luggage sitting next to a bench.,67984,18598
159223,coco-30k,A couple of men standing next to a blue truck.,7555,18599
552075,coco-30k,A hipster emo woman with purple hair holding up a camera,36678,18600
280911,coco-30k,Two large elephants in the woods with one leading the other ,62332,18601
481398,coco-30k,A cat  sitting in front of a mirror with it's tail reflecting in a mirror.,49586,18602
85131,coco-30k,there is a cat that is laying inside a luggage,76771,18603
97006,coco-30k,A woman in a dress is standing on a gravel road holding a suitcase.,13005,18604
522727,coco-30k,A man poses for a picture in a nice dinner jacket.,80705,18605
313588,coco-30k,The woman holding an umbrella smiles on the narrow street beside the sidewalk.,83109,18606
274470,coco-30k,A black dog next to four different boats. ,62171,18607
537604,coco-30k,A dog at a table wearing a birthday hat. ,21000,18608
76547,coco-30k,the man is working on his laptop while he waits for the train.,9407,18609
165527,coco-30k,A group of people gathered in a town square with an individual doing a stunt on the pavement and umbrellas strewn around.,80193,18610
224391,coco-30k,Lone elephant walking on dirt path near bushy area.,31964,18611
262048,coco-30k,A woman in a bikini laying under a red umbrella.,30651,18612
476300,coco-30k,Several elephants walking in the dirt near grass. ,24613,18613
87456,coco-30k,A cat sitting next to a television watching a bird on the screen. ,85912,18614
478731,coco-30k,A man with glasses and a tie on staring. ,16551,18615
14888,coco-30k,"A cow getting relief as it is being milked.
",41176,18616
35966,coco-30k,The large blue truck is old with rusted parts.,54874,18617
486203,coco-30k,Two cows are in an open field in front of a mountain range.,11989,18618
285437,coco-30k,A man who is wearing a tie that is too small for him.,89207,18619
513809,coco-30k,Two cows that are together in a field.,92558,18620
392183,coco-30k,A young woman carrying an umbrella is looking at a cell phone.,14655,18621
156756,coco-30k,A cowboy riding a horse beside a herd of cattle.,46456,18622
522427,coco-30k,A woman holding a cat over a cake and cupcakes.,22082,18623
94599,coco-30k,A woman standing next to a pile of luggage.,67810,18624
84097,coco-30k,A man holding a phone up to take a selfie.,31436,18625
379104,coco-30k,A group of cows are grazing in the grass. ,62740,18626
129431,coco-30k,A large elephant stomps around on the dirt covered ground.,89280,18627
287527,coco-30k,A young man and woman holding their heads close to each other.,79701,18628
203061,coco-30k,A green truck that is parked on some grass.,23896,18629
473219,coco-30k,A man and woman look into each others eyes while getting married.,41501,18630
406152,coco-30k,Some women who are walking while holding red umbrellas.,53452,18631
344702,coco-30k,this buss is parked near the curb in the street,38539,18632
497791,coco-30k,The old tow truck tries to lift an overturned truck that's on it's side.,65571,18633
53457,coco-30k,A cat sitting on top of a television.,19900,18634
512911,coco-30k,this child is sitting inside a bag of luggage,76979,18635
374649,coco-30k,there is a small blue luggage along with other luggages,11134,18636
531495,coco-30k,there are many boats that are parked at this dock,65940,18637
127475,coco-30k,A cow standing in the shade of a tree.,47832,18638
486112,coco-30k,A man is spraying an elephant with a water hose.,19555,18639
95677,coco-30k,A man ina  yellow rain coat waits in the rain,1315,18640
94760,coco-30k,a man trying to zip a woman into a suitcase ,43836,18641
383846,coco-30k,there is a cat that is sitting on a mans lap,65892,18642
186175,coco-30k,A tractor truck painted in camouflage sitting on a field.,34379,18643
263588,coco-30k,A cat pawing at a television picture of some penguins.,19983,18644
343401,coco-30k,A couple of people riding on the back of a horse carriage.,4787,18645
553162,coco-30k,Brown bear walking on a path in the woods.,54660,18646
453400,coco-30k,A cat sitting on a couch with a laptop in front of it.,36536,18647
